user_id	id	pali_1	grammar	neg	verb	trans	plus_case	meaning_1	meaning_lit	ru_meaning	sbs_meaning	sanskrit	sanskrit_root	sanskrit_root_meaning	sanskrit_root_class	root	root_has_verb	root_group	root_sign	root_meaning	root_base	construction	derivative	suffix	phonetic	compound_type	compound_construction	sbs_source_1	sbs_sutta_1	sbs_example_1	sbs_chant_pali_1	sbs_chant_eng_1	sbs_chapter_1	sbs_source_2	sbs_sutta_2	sbs_example_2	sbs_chant_pali_2	sbs_chant_eng_2	sbs_chapter_2	sbs_source_3	sbs_sutta_3	sbs_example_3	sbs_chant_pali_3	sbs_chant_eng_3	sbs_chapter_3	sbs_source_4	sbs_sutta_4	sbs_example_4	sbs_chant_pali_4	sbs_chant_eng_4	sbs_chapter_4	antonym	synonym	variant	commentary	notes	sbs_notes	link	sbs_index	sbs_audio	test	feedback	tags
20305	33018	dukkhūpasama	masc, comp					calming of suffering; relief from suffering; alleviation of suffering				duḥkha + upaśama										dukkha + upasama				chaṭṭhī tappurisa	dukkh<b>assa</b> + upasama	DHP 191	buddhavaggo	dukkhaṃ dukkhasamuppādaṃ,<br>dukkhassa ca atikkamaṃ,<br>ariyaṃ c'aṭṭh'aṅgikaṃ maggaṃ,<br><b>dukkh'ūpasama</b>gāminaṃ.	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses							AN 4.49	vipallāsasuttaṃ	yadā ca buddhā lokasmiṃ,<br>uppajjanti pabhaṅ'karā,<br>te imaṃ dhammaṃ pakāsenti,<br><b>dukkh'ūpasama</b>gāminaṃ.																	08n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dukkhūpasama&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
16591	27161	cetya	nt, from citi					shrine				caitya	√ci	gather	1, 2, 5	√ci	･	5	nā	gather, accumulate		√ci > ce + ti + *ya<br>citi + *ya	taddhita	*ya	i > e			DHP 188	buddhavaggo	bahuṃ ve saraṇaṃ yanti,<br>pabbatāni vanāni ca,<br>ārāmarukkha<b>cetyāni</b>,<br>manussā bhayatajjitā.	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses	SN 11.15	rāmaṇeyyakasuttaṃ	ārāma<b>cetyā</b> vana<b>cetyā</b>,<br>pokkharañño sunimmitā,<br>manussarāmaṇeyyassa,<br>kalaṃ n'āgghanti soḷasiṃ.																		cetiya					08n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=cetya&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
20306	33019	dukkhūpasamagāmī	adj, comp					leading to relief from suffering; leading to alleviation of suffering	leading to the calming of suffering			duḥkha + upaśama										dukkha + upasama + gāmī				dutiyā tappurisa	dukkhūpasam<b>aṃ</b> + gāmī	DHP 191	buddhavaggo	dukkhaṃ dukkhasamuppādaṃ,<br>dukkhassa ca atikkamaṃ,<br>ariyaṃ c'aṭṭh'aṅgikaṃ maggaṃ,<br><b>dukkh'ūpasamagāminaṃ</b>.	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses							AN 4.49	vipallāsasuttaṃ	yadā ca buddhā lokasmiṃ,<br>uppajjanti pabhaṅ'karā,<br>te imaṃ dhammaṃ pakāsenti,<br><b>dukkh'ūpasamagāminaṃ</b>.																	08n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=dukkhūpasamagāmī&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
14336	49433	bhaya 2	nt, from bhāyati				+loc	fear (of); terror (of); fright; dismay				bhaya	√bhī	fear	1, 3, 10	√bhī	･	1	a	fear		√bhī > bhay + *a	kita	*a	ī > ay			DHP 188	buddhavaggo	bahuṃ ve saraṇaṃ yanti, pabbatāni vanāni ca, <br>ārāmarukkhacetyāni, manussā <b>bhaya</b>tajjitā	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses	SN 11.3	dhajaggasuttaṃ	araññe rukkhamūle vā,<br>suññ'āgāre'va bhikkhavo,<br>anussaretha sambuddhaṃ,<br><b>bhayaṃ</b> tumhāka no siyā.				TH 248	adhimuttattheragāthā	khīṇāya bhavanettiyā,<br>diṭṭhe dhamme yathātathe,<br>na <b>bhayaṃ</b> maraṇe hoti,<br>bhāranikkhepane yathā.				VIN 1.1.1	paṭhamapārājikaṃ	taṃ kissa hetu? yañ'hi te bhavissati tatonidānaṃ <b>bhayaṃ</b> vā chambhitattaṃ vā lomahaṃso vā ārakkho vā so te na bhavissatī'ti.				abhaya	bhīta		(MNa) <b>bhayaṃ</b> sāvajj'aṭṭhena akusalaṃ				08n	[sound:bhaya.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhaya 2&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
71092	61012	saraṇamuttama	nt, comp					highest refuge; supreme shelter				śaraṇa + uttama										saraṇa + [m] + uttama			+m			DHP 192	buddhavaggo	etaṃ kho saraṇaṃ khemaṃ,<br>etaṃ <b>saraṇam'uttamaṃ</b>, <br>etaṃ saraṇam'āgamma,<br>sabbadukkhā pamuccati.	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses																										08n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=saraṇamuttama&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
14367	49441	bhayatajjita	adj, comp					startled by fear; threatened by danger				bhaya + tarjita										bhaya + tajjita				tatiyā tappurisa	bhay<b>ena</b> + tajjita	DHP 188	buddhavaggo	bahuṃ ve saraṇaṃ yanti,<br>pabbatāni vanāni ca,<br>ārāmarukkhacetyāni,<br>manussā <b>bhayatajjitā</b>.	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses	SN 3.9	yaññasuttaṃ	ye'pi'ssa te honti dāsā'ti vā pessā'ti vā kammakarā'ti vā, te'pi daṇḍatajjitā <b>bhayatajjitā</b> assumukhā rudamānā parikammāni karonti.				VVa 1.3.5	guttilavimānavaṇṇanā	mataṃ me jīvitā seyyaṃ, tasmā araññaṃ pavisitvā ubbandhitvā marissāmī'ti araññaṃ gato maraṇa<b>bhayatajjito</b> paṭinivatti.																	08n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=bhayatajjita&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
42670	43526	paridīpaka	adj, from paridīpeti		caus			expounding; illustrating; illuminating				paridīpaka	√dīp	shine	4	√dīp	･	3	*e	shine, explain	√dīp + e > dīpe (caus)	pari + dīpe + aka	kita	aka				Thai		handa mayaṃ khem'ākhemasaraṇagamana<b>paridīpikā</b>gāthāyo<br>bhaṇāmase	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses																				dīpaka						08n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=paridīpaka&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
22527	24818	gāmī 1	adj, in comps, from gacchati					leading to; going to; heading to				gāmin	√gam	go	1	√gam	･	1	a	go		√gam > gām + *ī	kita	*ī	a > ā			DHP 191	buddhavaggo	dukkhaṃ dukkhasamuppādaṃ, dukkhassa ca atikkamaṃ, <br>ariyañ'c'aṭṭh'aṅgikaṃ maggaṃ, dukkh'ūpasama<b>gāminaṃ</b>.	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses	MN 107	gaṇakamoggallānasuttaṃ	ko nu kho, bho gotama, hetu ko paccayo yaṁ tiṭṭhateva nibbānaṁ, tiṭṭhati nibbāna<b>gāmī</b> maggo, tiṭṭhati bhavaṁ gotamo samādapetā				AN 4.49	vipallāsasuttaṃ	te yogayuttā mārassa,<br>ayogakkhemino janā,<br>sattā gacchanti saṃsāraṃ,<br>jātimaraṇa<b>gāmino</b>.				SN 1.47	vanaropasuttaṃ	papañ'ca udapānañ'ca, ye dadanti upassayaṃ.<br>tesaṃ divā ca ratto ca, sadā puññaṃ pavaḍḍhati.<br>dhammaṭṭhā sīlasampannā, te janā sagga<b>gāmino</b>'ti.					gatika, gamanīya						08n	[sound:gāmī.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=gāmī 1&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
70953	12480	ārāmarukkhacetyāni	nt pl, comp					parks, trees and shrines; (or) parkland shrines and sacred trees			parkland shrines and sacred sites											ārāma + rukkha + cetya + āni<br>ārāmarukkhacetya + āni						DHP 188	buddhavaggo	bahuṃ ve saraṇaṃ yanti,<br>pabbatāni vanāni ca, <br><b>ārāmarukkhacetyāni</b>,<br>manussā bhayatajjitā	Khem'ākhema-saraṇa-gamana	Going to True and False Refuges	Verses																										08n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=ārāmarukkhacetyāni&entry.1433863141=SBS"">Fix it here</a>"	Khem'ākhema-saraṇa-gamana   
15327	48570	buddhāna	masc, gen pl of buddha, irreg					of Buddhas; of Awakened Ones				buddhāṇaṃ	√budh	know, wake	4, 1	√budh	･	3	ya	know, wake up		√budh + ta + ānaṃ > āna<br>buddhānaṃ > āna			dht > ddh			DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ, kusalassa upasampadā. <br>sacittapariyodapanaṃ, etaṃ <b>buddhāna</b> sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	DHP 185	buddhavaggo	anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br>mattaññutā ca bhattasmiṃ, pantañ'ca sayan'āsanaṃ, <br>adhicitte ca āyogo, etaṃ <b>buddhāna</b> sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses																				09n	[sound:buddhāna.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=buddhāna&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā Ovāda-pāṭimokkha-gāthā  
49295	58899	sabbapāpa	nt, comp					all evil deed; all crimes; all wrongdoing			any evil											sabba + pāpa						DHP 183	buddhavaggo	<b>sabbapāpassa</b> akaraṇaṃ, kusalass'ūpasampadā. <br>sacittapariyodapanaṃ, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses																										09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sabbapāpa&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
62526	15440	upaghātī	adj, from upaghāteti					who injures; who harms				upaghātin	√han √ghaṭ	smite	1, 2, 8	√ghaṭ	･	8	*e	strike, kill		upa + √ghaṭ > ghāṭ + *ī	kita	*ī	a > ā<br>ṭ > t			DN 16.14	mahāparinibbānasuttaṃ	khantī paramaṃ tapo titikkhā,<br>nibbānaṃ paramaṃ vadanti buddhā,<br>na hi pabbajito para-<b>upaghātī</b>,<br>na samaṇo hoti paraṃ viheṭhayanto.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses																										09n	[sound:upaghātī.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upaghātī&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
41865	42342	panta 2	adj, from anta					secluded; isolated; solitary				prānta										pa + anta						DHP 185	buddhavaggo	anūpavādo anūpaghāto,<br>pātimokkhe ca saṃvaro,<br>mattaññutā ca bhattasmiṃ,<br><b>pantañ</b>'ca sayan'āsanaṃ,<br>adhicitte ca āyogo,<br>etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses							SNP 54	sāriputtasuttaṃ<br>aṭṭhakavaggo 16	paññaṃ purakkhatvā kalyāṇapīti,<br>vikkhambhaye tāni parissayāni,<br>aratiṃ sahetha sayanamhi <b>pante</b>,<br>caturo sahetha paridevadhamme.											rāhaseyyaka, rāhasseyyaka						09n	[sound:panta.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=panta 2&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
15331	48572	buddhānasāsana	nt, comp					Buddhas' teaching; Buddhas' message; Buddhas' religion				buddha + śāsana										buddhānaṃ + sāsana				alutta chaṭṭhī tappurisa	buddh<b>ānaṃ</b> + sāsana	DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ, kusalass'ūpasampadā. <br>sacittapariyodapanaṃ, etaṃ <b>buddhāna'sāsanaṃ</b>.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	AN 7.62	mettasuttaṃ	ko sutvā nappasīdeyya,<br>api kaṇh'ābhijātiyo,<br>tasmā hi attakāmena,<br>mahattam'abhikaṅkhatā,<br>saddhammo garukātabbo,<br>saraṃ <b>buddhāna'sāsanan</b>'ti.																			(ANa) <b>saraṃ buddhāna'sāsanan</b>'ti buddhānaṃ sāsanaṃ sarantena.				09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=buddhānasāsana&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
41906	45578	pāpa 3	nt				+loc	evil action (in); crime (in); sin (in); wrongdoing (in); misdeed (in)				pāpa																DHP 183	buddhavaggo	sabba<b>pāpassa</b> akaraṇaṃ, kusalassa upasampadā. <br>sacittapariyodapanaṃ, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	DHP 269	dhammaṭṭhavaggo	<b>pāpāni</b> parivajjeti,<br>sa munī tena so muni,<br>yo munāti ubho loke,<br>muni tena pavuccati.				SN 2.30	nānātitthiyasāvakasuttaṃ	idha chinditamārite,<br>hatajānīsu kassapo,<br>na <b>pāpaṃ</b> samanupassati,<br>puññaṃ vā pana attano,<br>sa ve vissāsam'ācikkhi,<br>satthā arahati mānanan'ti.				DHP 265	dhammaṭṭhavaggo	yo ca sameti <b>pāpāni,</b><br>aṇuṃ thūlāni sabbaso,<br>samitattā hi <b>pāpānaṃ,</b><br>samaṇo'ti pavuccati.				bhadra, kalyāṇa, puñña	pāpakamma						09n	[sound:pāpa.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pāpa 3&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
63052	16129	upasampadā 1	fem, abstr, from upasampajjati				+gen	undertaking (of); taking up (of)				upasaṃpadā	√pad	go	4	√pad	･	3	ya	go, step		upa + saṃ + √pad + ā	kita	ā	ṃ > m			DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ,<br>kusalassa <b>upasampadā</b>,<br>sacittapariyodapanaṃ,<br>etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	AN 8.2	paññāsuttaṃ	āraddhavīriyo viharati akusalānaṃ dhammānaṃ pahānāya, kusalānaṃ dhammānaṃ <b>upasampadāya</b>, thāmavā daḷhaparakkamo anikkhittadhuro kusalesu dhammesu.																							09n	[sound:upasampadā.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=upasampadā 1&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
71036	22657	kusalassūpasampadā	fem, abstr, comp					doing good deeds; undertaking skilful actions; making merit	undertaking skilful		committed to the good											kusalassa + upasampadā				alutta chaṭṭhī tappurisa	kusal<b>assa</b> + upasampadā	DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ,<br><b>kusalass'ūpasampadā</b>,<br>sacittapariyodapanaṃ,<br>etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses																										09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kusalassūpasampadā&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
30726	22623	kusala 4	nt					good; benefit; merit; good deed; doing good				kuśala																DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ, <b>kusalassa</b> upasampadā. <br>sacittapariyodapanaṃ, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	AN 2.19	adhikaraṇavaggo	<b>kusalaṃ</b>, bhikkhave, bhāvetha. sakkā, bhikkhave, <b>kusalaṃ</b> bhāvetuṃ. no ce'daṃ, bhikkhave, sakkā abhavissa <b>kusalaṃ</b> bhāvetuṃ, n'āhaṃ evaṃ vadeyyaṃ, <b>kusalaṃ</b>, bhikkhave, bhāvethā'ti.				DHP 053	pupphavaggo	yathā'pi puppharāsimhā,<br>kayirā mālāguṇe bahū,<br>evaṃ jātena maccena,<br>kattabbaṃ <b>kusalaṃ</b> bahuṃ.				VIN PAT NP 10	rāja sikkhāpada	catukkhattuṃ, pañcakkhattuṃ, chakkhattu'paramaṃ tuṇhībhūto uddissa tiṭṭhamāno taṃ cīvaraṃ abhinipphādeyya, icc'etaṃ <b>kusalaṃ.</b>				akusala	kalyāṇa, puñña, hita						09n	[sound:kusala.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=kusala 4&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
63928	14662	tītikkhā	fem, abstr, from titikkhati		desid			endurance; patience; forgiveness				titikṣā	√tij	be sharp	1	√tij	･	1	kha	endure	√tij + tij + sa > titikkha (desid)	titikkha + ā	kita	ā	with metrically lengthened ī			DHP 184	buddhavaggo	khantī paramaṃ tapo <b>tītikkhā</b>, nibbānaṃ paramaṃ vadanti buddhā, <br>na hi pabbajito par'ūpaghātī, na samaṇo hoti paraṃ viheṭhayanto.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses																					titikkhā					09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=tītikkhā&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
7190	5480	anūpaghāta	masc, from na upaghāteti	neg				not harming; not hurting; non-violence				na + upaghāta	√han √ghaṭ	smite	1, 2, 8	√ghaṭ	･	8	*e	strike, kill		na > an + upa + √ghaṭ > ghāṭ + *a	kita	*a	with metrically lengthened ū<br>a > ā<br>ṭ > t	kammadhāraya	na + upaghāta	DHP 185	buddhavaggo	anūpavādo <b>anūpaghāto</b>,<br>pātimokkhe ca saṃvaro,<br>mattaññutā ca bhattasmiṃ,<br>pantañ'ca sayan'āsanaṃ,<br>adhicitte ca āyogo,<br>etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses																			upaghāta							09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=anūpaghāta&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
49581	57101	sacitta	nt, comp					one’s own mind				svacetas										sa + citta				kammadhāraya	sa + citta	DN 16.14	mahāparinibbānasuttaṃ	sabbapāpassa akaraṇaṃ,<br>kusalassa upasampadā,<br><b>sacitta</b>pariyodapanaṃ,<br>etaṃ buddhānasāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	AN 4.49	vipallāsasuttaṃ	tesaṃ sutvāna sappaññā,<br><b>sacittaṃ</b> paccaladdhā te,<br>aniccaṃ aniccato dakkhuṃ,<br>dukkham'addakkhu dukkhato.				AN 4.49	vipallāsasuttaṃ	yadā ca buddhā lokasmiṃ, uppajjanti pabhaṅ'karā. te imaṃ dhammaṃ pakāsenti, dukkh'ūpasamagāminaṃ. tesaṃ sutvāna sappaññā, <b>sacittaṃ</b> paccaladdhā te.																	09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sacitta&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
49585	57105	sacittapariyodapanā	fem, act, comp					purifying one's own mind; cleaning one's heart; (comm) removing the five hindrances				svacetas + parāpavana										sacitta + pariyodapanā				dutiyā tappurisa	sacitt<b>aṃ</b> + pariyodapanā	DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ, kusalass'ūpasampadā. <br><b>sacittapariyodapanaṃ</b>, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses																					sacittapariyodapana, sacittapariyodāpana	(DHPa) <b>sacittapariyodapanan</b>'ti pañcahi nīvaraṇehi attano cittassa vodāpanaṃ.				09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sacittapariyodapanā&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
55425	60953	sayanāsana	nt, comp					living place	sleeping and sitting			śayanāsana										sayana + āsana				dvanda	sayana <b>ca</b> āsana <b>ca</b>	DHP 185	buddhavaggo	anūpavādo anūpaghāto, pātimokkhe ca saṃvaro, <br>mattaññutā ca bhattasmiṃ, pantañ'ca <b>sayan'āsanaṃ,</b> <br>adhicitte ca āyogo, etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	SNP 54	sāriputtasuttaṃ<br>aṭṭhakavaggo 16	ucc'āvacesu sayanesu,<br>kīvanto tattha bheravā,<br>yehi bhikkhu na vedheyya,<br>nigghose <b>sayan'āsane</b>.				SN 2.25	jantusuttaṃ	sukhajīvino pure āsuṃ,<br>bhikkhū gotamasāvakā,<br>anicchā piṇḍam'esanā,<br>anicchā <b>sayan'āsanaṃ</b>,<br>loke aniccataṃ ñatvā,<br>dukkhass'antaṃ akaṃsu te.											nivāsaṭṭhāna, vihārasenāsana						09n	[sound:sayanāsana.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=sayanāsana&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
43646	44040	pariyodapanā	fem, abstr, act, from pariyodāpeti		caus			purifying; refining; cleansing	causing to be pure			parāpavana	√dai √dā	clear	4	√dā	･	3	*āpe	be pure, clean	√dā + āpe > dāpe > dape (caus, irreg)	pari + [y] + ava + dape + anā	kita	anā	+y<br>ava > o			DHP 183	buddhavaggo	sabbapāpassa akaraṇaṃ,<br>kusalassa upasampadā,<br>sacitta<b>pariyodapanaṃ</b>,<br>etaṃ buddhāna sāsanaṃ.	Ovāda-pāṭimokkha-gāthā	The Pāṭimokkha Exhortation	Verses	AN 3.71	uposathasuttaṃ	kathañ'ca, visākhe, upakkiliṭṭhassa kāyassa upakkamena <b>pariyodapanā</b> hoti?																		pariyodāpanā	(ANa) <b>pariyodapanā hotī</b>'ti suddhabhāvakaraṇaṃ hoti.				09n	[sound:coming-soon.mp3]	02	"Spot a mistake? <a class=""link"" href=""https://docs.google.com/forms/d/e/1FAIpQLScNC5v2gQbBCM3giXfYIib9zrp-WMzwJuf_iVXEMX2re4BFFw/viewform?usp=pp_url&entry.438735500=pariyodapanā&entry.1433863141=SBS"">Fix it here</a>"	Ovāda-pāṭimokkha-gāthā   
